3500, 300, 0 
3500, 301, 0 
3500, 302, 0 
3500, 303, 0 
3500, 304, 0 
3500, 305, 0 
3500, 306, 0 
3500, 307, 0 
3500, 308, 0 
3500, 309, 0 
3500, 310, 0 
3500, 311, 0 
3500, 312, 0 
3500, 313, 0 
3500, 314, 0 
3500, 315, 0.000113843 
3500, 316, 0.000227687 
3500, 317, 0.00034153 
3500, 318, 0.000455374 
3500, 319, 0.000569217 
3500, 320, 0.00068306 
3500, 321, 0.000569217 
3500, 322, 0.000455374 
3500, 323, 0.00034153 
3500, 324, 0.000227687 
3500, 325, 0.000132019 
3500, 326, 0.000109051 
3500, 327, 0.00113416 
3500, 328, 0.00274087 
3500, 329, 0.00542027 
3500, 330, 0.00898643 
3500, 331, 0.0129191 
3500, 332, 0.0167064 
3500, 333, 0.0191868 
3500, 334, 0.0207259 
3500, 335, 0.0201751 
3500, 336, 0.0178508 
3500, 337, 0.0147389 
3500, 338, 0.0116997 
3500, 339, 0.0090576 
3500, 340, 0.00747332 
3500, 341, 0.00749446 
3500, 342, 0.00867816 
3500, 343, 0.0103007 
3500, 344, 0.0120672 
3500, 345, 0.013223 
3500, 346, 0.0131967 
3500, 347, 0.0123914 
3500, 348, 0.011326 
3500, 349, 0.0102819 
3500, 350, 0.00894997 
3500, 351, 0.00842358 
3500, 352, 0.00794533 
3500, 353, 0.00744909 
3500, 354, 0.00691951 
3500, 355, 0.00647982 
3500, 356, 0.00647951 
3500, 357, 0.00618586 
3500, 358, 0.00672139 
3500, 359, 0.0078272 
3500, 360, 0.00934402 
3500, 361, 0.0110108 
3500, 362, 0.012263 
3500, 363, 0.0140425 
3500, 364, 0.0154435 
3500, 365, 0.0159796 
3500, 366, 0.0155081 
3500, 367, 0.0142812 
3500, 368, 0.0129969 
3500, 369, 0.0106992 
3500, 370, 0.00797873 
3500, 371, 0.00603508 
3500, 372, 0.00528722 
3500, 373, 0.00564763 
3500, 374, 0.00679668 
3500, 375, 0.00896027 
3500, 376, 0.0115056 
3500, 377, 0.0133954 
3500, 378, 0.0141872 
3500, 379, 0.0138863 
3500, 380, 0.012799 
3500, 381, 0.01134 
3500, 382, 0.0103069 
3500, 383, 0.0100972 
3500, 384, 0.010689 
3500, 385, 0.0117681 
3500, 386, 0.0128541 
3500, 387, 0.0138476 
3500, 388, 0.0144294 
3500, 389, 0.0143921 
3500, 390, 0.0141066 
3500, 391, 0.0141125 
3500, 392, 0.0147094 
3500, 393, 0.0156282 
3500, 394, 0.0169553 
3500, 395, 0.0189707 
3500, 396, 0.0212089 
3500, 397, 0.0231357 
3500, 398, 0.0248246 
3500, 399, 0.0261285 
3500, 400, 0.0269578 
3500, 401, 0.0272842 
3500, 402, 0.0274168 
3500, 403, 0.0276159 
3500, 404, 0.0277086 
3500, 405, 0.0283524 
3500, 406, 0.0293562 
3500, 407, 0.0305216 
3500, 408, 0.031894 
3500, 409, 0.0335729 
3500, 410, 0.035523 
3500, 411, 0.0376513 
3500, 412, 0.0398861 
3500, 413, 0.0424543 
3500, 414, 0.0452412 
3500, 415, 0.0480633 
3500, 416, 0.0509415 
3500, 417, 0.053724 
3500, 418, 0.0566932 
3500, 419, 0.0596681 
3500, 420, 0.0626543 
3500, 421, 0.0656954 
3500, 422, 0.068724 
3500, 423, 0.0716073 
3500, 424, 0.0743908 
3500, 425, 0.0772324 
3500, 426, 0.0800726 
3500, 427, 0.0828129 
3500, 428, 0.085493 
3500, 429, 0.0881898 
3500, 430, 0.0905517 
3500, 431, 0.0925984 
3500, 432, 0.094328 
3500, 433, 0.0958374 
3500, 434, 0.0974436 
3500, 435, 0.0989188 
3500, 436, 0.10045 
3500, 437, 0.101581 
3500, 438, 0.102409 
3500, 439, 0.103055 
3500, 440, 0.103137 
3500, 441, 0.102878 
3500, 442, 0.10305 
3500, 443, 0.103774 
3500, 444, 0.105025 
3500, 445, 0.10673 
3500, 446, 0.108871 
3500, 447, 0.111136 
3500, 448, 0.112691 
3500, 449, 0.113936 
3500, 450, 0.114938 
3500, 451, 0.115596 
3500, 452, 0.1158 
3500, 453, 0.116217 
3500, 454, 0.11695 
3500, 455, 0.117999 
3500, 456, 0.118879 
3500, 457, 0.119431 
3500, 458, 0.120621 
3500, 459, 0.123016 
3500, 460, 0.125971 
3500, 461, 0.127947 
3500, 462, 0.129541 
3500, 463, 0.131538 
3500, 464, 0.132981 
3500, 465, 0.132143 
3500, 466, 0.130015 
3500, 467, 0.128117 
3500, 468, 0.126329 
3500, 469, 0.124026 
3500, 470, 0.121205 
3500, 471, 0.119189 
3500, 472, 0.118618 
3500, 473, 0.120292 
3500, 474, 0.123488 
3500, 475, 0.127376 
3500, 476, 0.132445 
3500, 477, 0.137063 
3500, 478, 0.139258 
3500, 479, 0.138491 
3500, 480, 0.136471 
3500, 481, 0.134944 
3500, 482, 0.133493 
3500, 483, 0.133498 
3500, 484, 0.136464 
3500, 485, 0.141229 
3500, 486, 0.146103 
3500, 487, 0.149975 
3500, 488, 0.153425 
3500, 489, 0.156324 
3500, 490, 0.158231 
3500, 491, 0.160586 
3500, 492, 0.164619 
3500, 493, 0.170879 
3500, 494, 0.178754 
3500, 495, 0.188317 
3500, 496, 0.198732 
3500, 497, 0.209423 
3500, 498, 0.219874 
3500, 499, 0.229818 
3500, 500, 0.239447 
3500, 501, 0.249076 
3500, 502, 0.259309 
3500, 503, 0.27011 
3500, 504, 0.281475 
3500, 505, 0.293379 
3500, 506, 0.305721 
3500, 507, 0.318236 
3500, 508, 0.330546 
3500, 509, 0.342673 
3500, 510, 0.354582 
3500, 511, 0.366372 
3500, 512, 0.378466 
3500, 513, 0.390774 
3500, 514, 0.403666 
3500, 515, 0.417047 
3500, 516, 0.430772 
3500, 517, 0.444481 
3500, 518, 0.457433 
3500, 519, 0.470138 
3500, 520, 0.482085 
3500, 521, 0.493346 
3500, 522, 0.503524 
3500, 523, 0.512434 
3500, 524, 0.52079 
3500, 525, 0.527899 
3500, 526, 0.534482 
3500, 527, 0.539576 
3500, 528, 0.543914 
3500, 529, 0.548392 
3500, 530, 0.552521 
3500, 531, 0.555941 
3500, 532, 0.55835 
3500, 533, 0.56112 
3500, 534, 0.564043 
3500, 535, 0.566478 
3500, 536, 0.568501 
3500, 537, 0.571322 
3500, 538, 0.575138 
3500, 539, 0.579202 
3500, 540, 0.583588 
3500, 541, 0.588717 
3500, 542, 0.594873 
3500, 543, 0.60078 
3500, 544, 0.606771 
3500, 545, 0.613065 
3500, 546, 0.619228 
3500, 547, 0.624724 
3500, 548, 0.629456 
3500, 549, 0.633875 
3500, 550, 0.636829 
3500, 551, 0.638457 
3500, 552, 0.639276 
3500, 553, 0.639736 
3500, 554, 0.639774 
3500, 555, 0.63889 
3500, 556, 0.637797 
3500, 557, 0.636711 
3500, 558, 0.63572 
3500, 559, 0.634744 
3500, 560, 0.633487 
3500, 561, 0.632457 
3500, 562, 0.632453 
3500, 563, 0.632804 
3500, 564, 0.633164 
3500, 565, 0.63353 
3500, 566, 0.634258 
3500, 567, 0.635662 
3500, 568, 0.63661 
3500, 569, 0.637737 
3500, 570, 0.639188 
3500, 571, 0.640911 
3500, 572, 0.642944 
3500, 573, 0.644552 
3500, 574, 0.64661 
3500, 575, 0.648845 
3500, 576, 0.651081 
3500, 577, 0.653147 
3500, 578, 0.654797 
3500, 579, 0.656291 
3500, 580, 0.657144 
3500, 581, 0.657311 
3500, 582, 0.6568 
3500, 583, 0.6557 
3500, 584, 0.654204 
3500, 585, 0.652673 
3500, 586, 0.651167 
3500, 587, 0.64965 
3500, 588, 0.648353 
3500, 589, 0.647559 
3500, 590, 0.647402 
3500, 591, 0.647372 
3500, 592, 0.647587 
3500, 593, 0.648013 
3500, 594, 0.648381 
3500, 595, 0.648357 
3500, 596, 0.647718 
3500, 597, 0.647099 
3500, 598, 0.646763 
3500, 599, 0.646821 
3500, 600, 0.647565 
3500, 601, 0.649217 
3500, 602, 0.651693 
3500, 603, 0.654283 
3500, 604, 0.656403 
3500, 605, 0.658231 
3500, 606, 0.659794 
3500, 607, 0.6609 
3500, 608, 0.66106 
3500, 609, 0.660483 
3500, 610, 0.660153 
3500, 611, 0.659487 
3500, 612, 0.658031 
3500, 613, 0.655962 
3500, 614, 0.654586 
3500, 615, 0.653453 
3500, 616, 0.65147 
3500, 617, 0.64948 
3500, 618, 0.647868 
3500, 619, 0.646562 
3500, 620, 0.645021 
3500, 621, 0.645501 
3500, 622, 0.647194 
3500, 623, 0.649494 
3500, 624, 0.652358 
3500, 625, 0.65583 
3500, 626, 0.659558 
3500, 627, 0.660383 
3500, 628, 0.660465 
3500, 629, 0.660155 
3500, 630, 0.659266 
3500, 631, 0.657685 
3500, 632, 0.655988 
3500, 633, 0.655728 
3500, 634, 0.656215 
3500, 635, 0.657067 
3500, 636, 0.658269 
3500, 637, 0.659803 
3500, 638, 0.661256 
3500, 639, 0.662999 
3500, 640, 0.664168 
3500, 641, 0.664176 
3500, 642, 0.662917 
3500, 643, 0.660231 
3500, 644, 0.655369 
3500, 645, 0.647594 
3500, 646, 0.63879 
3500, 647, 0.630617 
3500, 648, 0.623829 
3500, 649, 0.61907 
3500, 650, 0.617678 
3500, 651, 0.619616 
3500, 652, 0.622934 
3500, 653, 0.626588 
3500, 654, 0.629803 
3500, 655, 0.632067 
3500, 656, 0.633118 
3500, 657, 0.632945 
3500, 658, 0.632157 
3500, 659, 0.630776 
3500, 660, 0.629158 
3500, 661, 0.627454 
3500, 662, 0.625062 
3500, 663, 0.622085 
3500, 664, 0.618887 
3500, 665, 0.616114 
3500, 666, 0.613748 
3500, 667, 0.611659 
3500, 668, 0.610148 
3500, 669, 0.609043 
3500, 670, 0.608305 
3500, 671, 0.607072 
3500, 672, 0.605218 
3500, 673, 0.603173 
3500, 674, 0.601749 
3500, 675, 0.603788 
3500, 676, 0.607655 
3500, 677, 0.61192 
3500, 678, 0.616747 
3500, 679, 0.622499 
3500, 680, 0.628352 
3500, 681, 0.630309 
3500, 682, 0.629378 
3500, 683, 0.628445 
3500, 684, 0.627251 
3500, 685, 0.62454 
3500, 686, 0.620216 
3500, 687, 0.615936 
3500, 688, 0.613689 
3500, 689, 0.613549 
3500, 690, 0.615903 
3500, 691, 0.621064 
3500, 692, 0.628866 
3500, 693, 0.638613 
3500, 694, 0.648058 
3500, 695, 0.655784 
3500, 696, 0.661355 
3500, 697, 0.665242 
3500, 698, 0.66875 
3500, 699, 0.672378 
